Id,Date,Tsu,Vol,Location_Name,Latitude,Longitude,Focal_Depth_km,Mag,MMI_Int,Total_Deaths,Total_Injuries,Temp_C,Wind_ms,Precip_mm
usp000jmmc,2012-06-11,0,0,AFGHANISTAN:  HINDU KUSH,36.023,69.351,16,5.8,0,75,13,18.7,8.9,1.4
usp000jyqe,2018-11-28,0,0,AFGHANISTAN:  HINDU KUSH:  BAGHLAN,35.808,68.687,22,4.9,0,0,9,9.1,7.9,0.3
usb000geu9,2013-04-24,0,0,AFGHANISTAN:  KAMA,34.526,70.22,64,5.5,0,18,141,23.1,7.6,0.0
us20005gsg,2016-04-10,0,0,AFGHANISTAN:  KHYBER PAKHTUNKHWA,36.473,71.131,212,6.6,5,6,5,-7.1,5.2,3.9
usp000hbmk,2010-04-18,0,0,AFGHANISTAN:  SAMANGAN PROVINCE,35.633,67.658,13,5.6,0,11,70,9.4,8.6,6.5
us7000gclu,2022-01-17,0,0,AFGHANISTAN: BADGHIS: QADIS,34.946,63.58,18,5.3,8,28,4,9.9,14.6,0.7
us100078bp,2015-10-26,0,0,AFGHANISTAN: HINDU KUSH,36.524,70.368,231,7.5,7,399,1770,-0.2,6.2,1.5
us7000i57m,2022-09-04,0,0,"AFGHANISTAN: KUNAR, LAGHMAN, NANGARHAR",34.662,70.702,10,5.1,7,8,0,31.9,12.0,7.8
us6000i3el,2022-06-21,0,0,AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN,33.092,69.514,10,5.9,9,1150,1600,15.3,13.3,11.0
us2000abl2,2018-05-09,0,0,AFGHANISTAN: TAKHAR;  PAKISTAN,36.994,71.382,116,6.2,0,0,13,4.8,6.5,0.0
us100049i1,2015-12-25,0,0,AFGHANISTAN; PAKISTAN,36.494,71.126,206,6.3,5,4,97,-19.1,1.3,0.1
us2000crmu,2018-01-31,0,0,AFGHANISTAN; PAKISTAN:  BALUCHISTAN,36.526,70.851,194,6.2,6,2,15,-2.4,7.2,4.2
usp000j7dc,2015-07-27,5591,0,ALASKA,52.214,-169.399,23,6.9,0,0,0,0.0,0.0,0.0
ak020a7dzfzp,2020-07-22,5753,0,ALASKA,55.03,-158.522,28,7.8,8,0,0,0.0,0.0,0.0
us6000gg09,2020-10-19,5755,0,ALASKA,54.608,-159.655,33,7.6,8,0,0,0.0,0.0,0.0
ak0219p0hp3k,2021-07-29,5799,0,ALASKA PENINSULA,55.325,-157.841,32,8.2,8,0,0,0.0,0.0,0.0
us2000cmy3,2014-06-23,5571,0,ALASKA:  ALEUTIAN ISLANDS,51.849,178.735,109,7.9,0,0,0,0.0,0.0,0.0
us20009jd6,2011-09-02,5438,0,ALASKA:  ALEUTIAN ISLANDS:  FOX ISLANDS,52.171,-171.708,32,6.8,0,0,0,0.0,0.0,0.0
usb000jdt7,2018-11-30,0,0,ALASKA:  ANCHORAGE,61.316,-149.925,54,7.0,0,0,117,-0.2,7.0,0.0
ak01613v15nv,2016-01-24,0,0,ALASKA:  KENAI,59.658,-153.452,126,7.1,6,0,0,2.3,31.9,11.1
us2000cmy3,2018-01-23,5673,0,ALASKA:  KODIAK ISLAND,56.004,-149.166,14,7.9,9,0,0,0.0,0.0,0.0
us10008mel,2017-05-01,5649,0,ALASKA:  SKAGWAY; CANADA:  BRITISH COLUMBIA,59.852,-136.677,1,6.2,0,0,0,5.2,12.0,1.1
ak0138esnzr,2013-01-05,5472,0,ALASKA:  SOUTHEASTERN,55.393,-134.652,10,7.5,0,0,0,0.0,0.0,0.0
ak0149guzic1,2014-07-25,5575,0,ALASKA:  SOUTHEASTERN,58.306,-136.96,10,6.1,4,0,0,13.9,20.6,21.7
usc000myqq,2011-06-24,5432,0,ALASKA: ALEUTIAN ISLANDS: FOX ISLANDS,52.05,-171.836,52,7.3,0,0,0,0.0,0.0,0.0
us70006d0m,2014-05-19,0,0,ALBANIA:  BELSH,41.115,19.777,10,5.0,4,0,0,21.1,8.4,0.3
us70006dsc,2019-09-21,0,0,ALBANIA:  DURRES,41.381,19.454,10,5.6,0,0,132,25.9,11.9,0.0
us70006d2z,2019-11-26,0,0,"ALBANIA:  DURRES, THUMANE, TIRANA",41.521,19.559,20,6.4,0,51,2000,18.3,7.7,0.0
us70003u1a,2019-06-01,0,0,ALBANIA:  KORCE,40.501,20.722,10,5.2,0,0,4,18.2,7.1,3.2
usp000hcre,2013-05-19,0,0,ALGERIA:  ALGIERS,36.703,5.261,7,4.9,0,0,5,20.6,13.7,0.0
usb000rz1p,2014-08-01,0,0,ALGERIA:  ALGIERS,36.841,3.301,30,5.5,6,6,420,30.7,11.9,0.0
us6000h5zu,2014-12-23,0,0,ALGERIA:  BLIDA,36.492,3.025,7,4.9,0,0,0,16.3,12.0,0.0
us20005yxt,2013-07-17,0,0,ALGERIA:  HAMMAM MELOUANE,36.534,3.086,10,4.8,0,0,11,29.4,18.2,0.0
usc000ta2u,2016-05-28,0,0,ALGERIA:  MEDEA:  MIHOUB,36.431,3.517,11,5.4,5,0,28,26.8,18.9,0.1
usp000hctt,2010-05-14,0,0,ALGERIA:  NORTHERN:  BENI YELLMAN,35.9,4.12,2,5.2,0,2,43,15.1,36.7,9.9
us7000dker,2021-03-18,5776,0,ALGERIA: BEJAIA,36.915,5.199,8,6.0,8,0,17,15.8,14.5,0.5
us7000hbzi,2010-05-29,4822,5184,"ANATAHAN REGION, N. MARIANA ISLANDS",16.591,145.682,10,4.4,0,0,0,0.0,0.0,0.0
us10003pc9,2015-10-17,0,0,ARGENTINA:  GALPON,-25.442,-64.632,33,5.8,7,2,30,21.9,11.1,0.0
usp000h7yb,2010-02-27,0,0,ARGENTINA:  SALTA,-24.872,-65.602,10,6.3,0,2,2,12.4,10.6,8.4
us20008kn8,2021-01-19,0,0,ARGENTINA:  SAN JUAN PROVINCE,-31.83,-68.806,20,6.4,6,0,14,26.0,8.9,0.0
usp000hbp6,2010-04-20,0,0,AUSTRALIA:  KALGOORLIE,-30.794,121.406,0,5.2,0,0,3,34.3,20.5,0.0
us10002w8v,2014-02-26,0,0,AUSTRALIA:  KALGOORLIE,-30.686,121.332,1,4.5,0,0,0,24.7,19.8,0.0
us10002x1x,2021-09-21,0,0,AUSTRALIA: MELBOURNE,-37.491,146.363,10,5.9,5,0,0,11.6,17.9,0.0
us10008re3,2019-02-05,0,0,AZERBAIJAN:  SHEMAKHA (SEMACHA),40.896,48.607,10,5.0,0,0,30,2.1,10.5,0.0
us20003g7a,2012-05-07,0,0,AZERBAIJAN:  ZAGATALA,41.549,46.789,11,5.7,0,0,50,19.4,8.0,4.0
us1000ej4g,2018-06-05,0,0,AZERBAIJAN: SHAKI-ZAQATALA,41.526,46.786,22,5.3,0,1,31,23.3,7.1,0.1
us6000hfqj,2015-02-21,0,0,BALKANS NW:  BOSNIA-HERZEGOVINA:,44.534,18.934,7,3.6,0,4,1,13.0,9.8,1.3
us6000d3zh,2020-12-29,0,0,BALKANS NW:  CROATIA:  PETRINJA,45.422,16.255,10,6.4,9,8,36,13.3,19.6,0.0
us70008dx7,2020-03-22,0,0,BALKANS NW:  CROATIA:  ZAGREB,45.897,15.966,10,5.4,8,1,27,3.0,21.3,0.1
us10006nuj,2016-09-11,0,0,BALKANS NW:  MACEDONIA,42.008,21.488,13,5.1,6,0,137,29.1,6.6,0.1
us1000c0lz,2018-01-04,0,0,BALKANS NW:  MONTENEGRO: BERANE,42.66,19.862,10,5.1,4,0,0,1.9,7.5,5.3
us70006d4h,2022-04-22,0,0,"BALKANS NW: BOSNIA-HERZEGOVINA: MOSTAR, STOLAC",43.061,18.176,10,5.7,7,1,0,12.1,23.9,27.3
ak018fe5jk85,2015-03-08,0,0,BALKANS NW: SERBIA:  KOSJERIC,44.088,19.861,20,4.4,4,0,0,0.5,14.8,0.4
usp000hny4,2010-11-03,0,0,BALKANS NW: SERBIA:  KRALJEVO,43.76,20.673,1,5.5,6,2,100,19.7,9.8,0.0
usp000hkhw,2010-09-10,0,0,BANGLADESH:  NARAYANGANJ,23.407,90.648,10,4.8,5,0,0,31.9,14.1,8.4
us100041lm,2012-05-19,0,0,BRAZIL:  MONTES CLAROS,-16.764,-43.999,10,4.1,0,0,0,25.2,18.9,0.0
us6000gdng,2012-05-22,0,0,BULGARIA: PERNIK,42.645,22.968,10,5.6,7,0,0,19.0,18.1,7.1
nc71819391,2014-03-29,0,0,"CALIFORNIA:  LA HABRA, BREA, FULLERTON",33.863,-117.835,4,5.1,6,0,0,21.8,19.3,0.0
nc72689331,2014-08-24,0,0,"CALIFORNIA:  NAPA, VALLEJO",38.216,-122.312,11,6.1,8,1,257,21.8,16.6,0.0
nc72373456,2010-06-15,0,0,CALIFORNIA:  OCOTILLO,32.7,-115.921,5,5.8,0,0,0,39.6,9.1,0.0
us20007z6r,2010-01-10,0,0,CALIFORNIA:  OFF COAST NORTHERN,40.652,-124.692,29,6.5,0,0,30,0.0,0.0,0.0
us2000cpba,2019-07-06,0,0,CALIFORNIA:  RIDGECREST,35.766,-117.605,8,7.1,0,0,0,37.6,11.9,0.0
us2000cpcn,2019-07-04,0,0,CALIFORNIA:  RIDGECREST;  NEVADA,35.705,-117.506,11,6.4,0,1,0,35.8,20.1,0.0
ld2010062300,2010-06-23,0,0,"CANADA:  QUEBEC:  VAL-DES-BOIS, GRACEFIELD",45.88,-75.48,22,5.2,6,0,0,22.6,14.0,2.8
us1000hfgv,2012-10-28,5467,0,CANADA:  QUEEN CHARLOTTE ISLANDS,52.788,-132.101,14,7.7,0,1,0,8.0,15.5,1.6
us70005lzd,2016-12-25,5637,0,CHILE,-43.517,-74.391,30,7.6,7,0,0,0.0,0.0,0.0
usp000hbnd,2012-05-14,0,0,CHILE:  ARICA; PERU:  TACNA,-17.678,-69.591,10,6.3,0,0,0,13.6,19.2,0.0
usp000h96a,2015-09-16,5590,0,CHILE:  CENTRAL,-31.573,-71.674,22,8.3,9,15,14,14.5,10.5,0.0
us2000j6hy,2019-09-29,0,0,CHILE:  CONCEPCION,-35.473,-73.162,11,6.8,0,1,0,0.0,0.0,0.0
us100048du,2019-06-14,5710,0,CHILE:  COQUIMBO,-30.056,-72.082,11,6.4,0,0,0,0.0,0.0,0.0
usp000h7yw,2019-01-20,0,0,"CHILE:  COQUIMBO, LA SERENA",-30.04,-71.382,63,6.7,0,2,0,24.7,13.3,0.0
us2000cm0f,2014-03-16,5555,0,CHILE:  IQUIQUE,-19.965,-70.814,21,6.7,6,0,0,0.0,0.0,0.0
us6000crcq,2015-11-11,5592,0,CHILE:  LA SERENA,-29.439,-72.105,10,6.9,7,0,0,0.0,0.0,0.0
usc000nzwg,2010-02-27,4682,0,"CHILE:  MAULE, CONCEPCION, TALCAHUANO",-36.122,-72.898,23,8.8,9,558,12000,24.6,11.6,0.0
us10001nrg,2014-04-03,5558,0,CHILE:  NORTHERN:  IQUIQUE,-20.571,-70.493,22,7.7,8,0,0,0.0,0.0,0.0
us70006fh0,2014-04-01,5557,0,"CHILE:  NORTHERN:  IQUIQUE, ALTO HOSPICIO",-19.61,-70.769,25,8.2,8,7,0,0.0,0.0,0.0
usc000nl19,2011-02-11,5406,0,CHILE:  OFF COAST CENTRAL,-36.474,-73.125,28,6.8,0,0,0,21.3,20.5,0.0
us2000je9g,2020-12-27,5760,0,CHILE:  OFF COAST CENTRAL,-39.343,-74.99,10,6.7,5,0,0,0.0,0.0,0.0
us60004ys7,2012-03-25,0,0,"CHILE:  PARRAL, SANTIAGO",-35.2,-72.217,41,7.2,0,1,14,25.0,15.3,0.0
us10008l3j,2010-03-11,4722,0,CHILE:  RANCAGUA,-34.29,-71.891,11,6.9,0,0,0,20.1,18.0,0.0
us2000a3js,2017-08-02,0,0,CHILE:  SANTIAGO,-33.201,-70.614,99,5.4,0,1,0,16.6,6.9,0.0
us10003ita,2019-09-26,0,0,CHILE:  SOUTH CENTRAL,-40.815,-72.002,129,6.1,0,1,0,11.9,12.0,0.0
us60007ibj,2012-04-17,0,0,CHILE:  VALPARAISO,-32.625,-71.365,29,6.7,0,2,0,21.2,8.8,0.0
usp000hsq0,2017-04-24,5647,0,CHILE:  VALPARAISO,-33.038,-72.062,28,6.9,9,0,0,0.0,0.0,0.0
us20003fe4,2014-10-09,5577,0,CHILE: EASTER ISLAND REGION,-32.108,-110.811,17,7.0,0,0,0,0.0,0.0,0.0
us1000hful,2013-07-21,0,0,"CHINA:   GANSU:  DINGXI, MIN",34.512,104.262,8,6.0,0,94,1001,16.9,11.3,3.2
us6000dvwp,2017-03-26,0,0,CHINA:   YUNNAN PROVINCE,25.938,99.841,28,5.0,2,0,1,20.0,9.3,4.8
us1000hcmu,2015-03-01,0,0,"CHINA:   YUNNAN PROVINCE:  CANGYUAN, GENGMA",23.5,98.9,11,5.5,0,0,39,32.2,5.5,0.0
us2000a65e,2020-05-18,0,0,CHINA:   YUNNAN PROVINCE:  QIAOJIA,27.296,103.281,10,5.2,0,4,24,25.0,6.2,0.0
us700071qm,2014-10-07,0,0,CHINA:   YUNNAN PROVINCE:  YONGPING,23.383,100.47,9,6.1,0,1,323,23.2,7.4,0.0
usp000j6a4,2018-08-12,0,0,CHINA:   YUNNAN PROVINCE:  YUXI,24.298,102.91,10,5.0,0,0,24,21.1,10.5,5.2
us60007anp,2015-03-14,0,0,CHINA:  ANHUI PROVINCE:  FUYANG,33.15,115.8,10,4.6,0,2,13,13.8,15.1,0.0
us10007euj,2016-07-31,0,0,CHINA:  GUANGXI PROVINCE,24.134,111.478,25,4.9,0,0,0,33.7,6.1,1.9
us100040dw,2019-11-25,0,0,CHINA:  GUANGXI PROVINCE,22.96,106.711,10,5.0,0,1,4,22.2,20.6,0.7
usp000jn65,2010-01-17,0,0,CHINA:  GUIZHOU PROVINCE,25.558,105.804,27,4.4,0,7,9,14.6,8.4,0.0
usp000hdt2,2012-07-20,0,0,CHINA:  JIANGSU PROVINCE,32.978,119.593,10,4.9,0,1,2,33.4,12.4,0.0
us70009dda,2018-05-27,0,0,CHINA:  JILIN PROVINCE:  NINGJIANG,45.236,124.642,10,5.3,0,0,0,16.1,11.7,1.9
us600044mq,2013-11-22,0,0,CHINA:  JILIN PROVINCE:  SONGYUAN,44.599,124.168,10,5.3,0,0,0,3.3,17.6,0.0
us2000hat7,2019-05-17,0,0,CHINA:  JILIN PROVINCE:  SONGYUAN,45.205,124.611,17,4.8,0,0,0,25.2,29.5,6.9
us7000gba0,2016-12-08,0,0,CHINA:  N. XINJIANG:  URUMQI,43.823,86.345,18,6.0,3,1,0,0.0,9.0,0.4
usp000jncx,2011-06-26,0,0,CHINA:  QINGHAI PROVINCE,32.447,95.948,29,5.3,0,0,0,10.8,13.9,0.8
us7000gcnx,2020-04-01,0,0,CHINA:  QINGHAI PROVINCE,33.124,98.916,10,5.3,0,0,0,-5.3,12.9,0.0
us700049qz,2010-04-13,0,0,CHINA:  QINGHAI PROVINCE:  YUSHU,33.165,96.548,17,6.9,0,2220,12135,0.4,12.5,2.8
us2000i4he,2015-07-03,0,0,CHINA:  S. XINJIANG:  HOTAN,37.6,78.2,10,6.4,0,3,263,33.5,19.0,0.0
usp000jms9,2022-06-09,0,0,CHINA:  SICHUAN PROVINCE,32.365,101.878,16,5.9,8,0,4,11.5,13.0,7.0
usc000t48q,2022-09-05,0,0,CHINA:  SICHUAN PROVINCE,29.726,102.279,10,6.6,9,93,400,17.8,6.5,0.0
us10004e85,2017-08-08,0,0,CHINA:  SICHUAN PROVINCE:  ABA,33.193,103.855,9,6.5,5,29,525,19.1,7.2,4.0
usb000sjim,2014-11-22,0,0,CHINA:  SICHUAN PROVINCE:  GARZE,30.34,101.737,9,5.9,3,5,65,-0.7,7.9,0.0
us7000ga05,2015-01-14,0,0,CHINA:  SICHUAN PROVINCE:  LESHAN,29.353,103.199,10,5.3,6,0,11,4.8,5.2,0.0
usp000jfyz,2013-04-20,0,0,CHINA:  SICHUAN PROVINCE:  LONGMEN,30.308,102.888,14,6.6,0,196,11470,19.8,7.6,0.0
usp000hskd,2011-04-10,0,0,CHINA:  SICHUAN PROVINCE:  LUHUO,31.373,100.757,43,5.1,0,0,0,-2.6,3.7,0.0
usp000h9x3,2010-01-30,0,0,CHINA:  SICHUAN PROVINCE: MOXI,30.268,105.668,10,4.7,0,1,15,15.3,9.7,0.2
usc000t440,2019-09-07,0,0,CHINA:  SICHUAN PROVINCE: NEIJIANG,29.573,105.064,10,5.1,0,1,63,28.2,9.7,16.9
usc000tefb,2019-12-18,0,0,CHINA:  SICHUAN PROVINCE: NEIJIANG,29.639,104.946,10,5.2,0,0,18,8.6,14.3,3.0
us7000616z,2010-08-29,0,0,"CHINA:  SICHUAN PROVINCE: NINGANG, ZIAOJIA",27.197,103.005,35,4.9,0,0,14,20.6,6.2,0.1
usp000h9x8,2019-02-25,0,0,CHINA:  SICHUAN PROVINCE: RONGXIAN,29.47,104.609,10,4.9,0,2,12,13.0,7.7,1.1
usp000hbh5,2018-12-16,0,0,CHINA:  SICHUAN:  YIBIN,28.295,105.013,18,5.3,0,0,17,14.5,8.0,0.0
us10004e7h,2019-01-03,0,0,CHINA:  SICHUAN:  YIBIN,28.19,104.918,10,4.8,0,0,774,5.2,7.6,1.5
usb000j0v3,2019-06-17,0,0,CHINA:  SICHUAN:  YIBIN,28.405,104.957,10,5.8,0,13,200,24.9,6.6,8.0
us2000duzh,2016-05-11,0,0,CHINA:  TIBET (XIZANG PROVINCE),32.022,95.027,8,5.2,0,0,60,1.1,11.2,0.0
us1000eczp,2017-11-17,0,0,CHINA:  TIBET (XIZANG PROVINCE): NYINGCHI,29.833,94.984,8,6.4,9,0,3,-6.6,4.3,0.0
usb000j0t5,2013-08-11,0,0,CHINA:  TIBET (XIZANG PROVINCE): QAMDO,30.046,97.957,6,5.7,0,0,0,12.7,4.2,13.7
usb000fim7,2017-08-08,0,0,CHINA:  XINGJIANG: BORTALA,44.302,82.832,20,6.3,0,0,32,24.7,11.2,0.0
us7000gx8m,2013-03-11,0,0,CHINA:  XINJIAN PROVINCE:  S,40.119,77.466,10,5.1,0,0,0,12.1,9.0,0.0
usb000fiqa,2011-11-01,0,0,CHINA:  XINJIANG PROVINCE,43.648,82.437,28,5.6,0,0,0,2.7,11.4,0.3
us600041sa,2012-06-29,0,0,CHINA:  XINJIANG PROVINCE,43.433,84.7,18,6.3,0,0,52,13.8,7.7,3.3
us7000h2dx,2020-01-19,0,0,CHINA:  XINJIANG PROVINCE,39.831,77.106,6,6.0,0,1,2,-0.5,8.8,0.0
us7000gebb,2011-06-08,0,0,CHINA:  XINJIANG PROVINCE:  DABANCHENG,43.015,88.247,21,5.3,0,0,8,33.5,16.6,0.0
us10006dd6,2016-11-25,0,0,CHINA:  XINJIANG PROVINCE:  KASHGAR,39.273,73.978,17,6.6,7,1,0,-12.6,7.9,1.0
us2000a5x1,2012-11-26,0,0,CHINA:  XINJIANG PROVINCE:  RUOQIANG,40.411,90.355,10,5.1,0,0,0,2.9,25.8,0.0
us10004u9q,2015-02-22,0,0,CHINA:  XINJIANG PROVINCE:  SHAWAN,44.133,85.568,12,5.1,0,0,0,-2.4,7.5,0.0
us2000gj0i,2011-08-11,0,0,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",39.955,77.028,10,5.7,0,0,21,23.1,17.2,1.4
us2000j6mf,2011-12-01,0,0,"CHINA:  XINJIANG PROVINCE:  SOUTHERN, KASHI",38.31,76.888,32,5.3,0,0,0,5.5,9.3,0.0
us2000iws8,2014-02-12,0,0,CHINA:  XINJIANG PROVINCE:  YUTIAN,35.905,82.586,10,6.9,0,0,0,-16.1,15.8,0.0
usp000j3sd,2012-06-24,0,0,CHINA:  YUNNAN AND SICHUAN PROVINCES,27.767,100.781,10,5.5,0,4,394,17.2,5.5,12.8
usp000jq5k,2010-02-25,0,0,CHINA:  YUNNAN PROVINCE,25.523,101.903,36,4.8,0,0,11,23.1,16.8,0.0
usp000hzn5,2013-03-03,0,0,CHINA:  YUNNAN PROVINCE,25.98,99.812,8,5.4,0,0,30,24.2,13.9,0.0
us6000iaqi,2015-02-20,0,0,CHINA:  YUNNAN PROVINCE,23.01,101.755,10,4.5,0,0,0,26.9,11.4,0.0
usp000hbbu,2011-06-20,0,0,CHINA:  YUNNAN PROVINCE:  BAOSHAN,25.075,98.721,39,5.3,0,0,4,22.6,7.4,6.5
usp000h5jr,2013-08-31,0,0,CHINA:  YUNNAN PROVINCE:  BENZILAN,28.243,99.35,8,5.8,0,5,24,14.9,6.1,7.4
us10004atb,2011-02-01,0,0,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.693,97.943,31,4.8,0,0,1,23.9,11.7,0.0
us6000ef4u,2011-03-10,0,0,CHINA:  YUNNAN PROVINCE:  PINGYUAN,24.719,97.969,26,5.5,0,25,250,29.7,15.5,0.1
usp000jerf,2013-02-19,0,0,CHINA:  YUNNAN PROVINCE:  QIAOJIA,27.226,103.071,10,4.9,0,0,8,8.5,12.0,0.0
us7000f3xy,2014-04-04,0,0,CHINA:  YUNNAN PROVINCE:  XILUODU,28.174,103.619,25,5.4,0,0,21,15.0,7.0,2.8
usp000hs93,2014-05-30,0,0,CHINA:  YUNNAN PROVINCE:  YINGJIANG,25.0,97.845,10,5.9,0,0,45,26.7,7.6,3.5
us2000it8a,2014-12-06,0,0,CHINA:  YUNNAN PROVINCE:  YONGPING,23.358,100.533,10,5.6,0,1,15,28.2,10.4,0.0
us10006rpi,2014-08-16,0,0,CHINA:  YUNNAN PROVINCE:  YONGSHAN,28.125,103.546,10,5.0,2,0,6,23.2,6.4,13.2
us600041ry,2013-08-27,0,0,CHINA:  YUNNAN PROVINCE: SHANGRI-LA,28.239,99.328,10,5.2,0,0,0,23.9,6.7,1.2
us7000e524,2014-08-03,0,0,"CHINA:  YUNNAN:  LUDIAN:   LONGTOUSHAN, ZHAOTONG",27.189,103.409,12,6.2,0,615,3143,24.3,4.8,10.6
us10006rpv,2017-11-23,0,0,CHINA: CHONGQING: WULONG,29.349,108.058,10,5.1,4,0,8,10.8,5.9,0.0
us60007f7v,2021-05-21,0,0,CHINA: QINGHAI PROVINCE,34.598,98.251,10,7.3,9,20,300,9.6,16.8,8.7
usp000jyj1,2022-01-07,0,0,"CHINA: QINGHAI, GANSU",37.815,101.278,13,6.6,9,0,9,-4.7,9.9,0.2
us10004rwh,2022-06-01,0,0,CHINA: SICHUAN PROVINCE,30.416,102.989,10,5.9,7,4,14,20.2,6.0,6.8
us10005gf4,2021-09-15,0,0,CHINA: SICHUAN PROVINCE: LUXIAN (LU),29.182,105.391,10,5.4,7,3,88,31.0,11.1,17.0
us1000aqmb,2021-03-23,0,0,CHINA: XINGJIANG: AKSU,41.812,81.155,10,5.4,0,3,0,10.6,11.1,0.0
usp000hbbw,2012-03-08,0,0,CHINA: XINJIANG,39.383,81.307,38,5.9,0,0,36641,9.1,12.2,0.0
usp000hb2t,2017-05-10,0,0,"CHINA: XINJIANG: QUZGUN, TAXKORGAN TAJIK",37.643,75.31,8,5.4,0,8,23,8.6,3.7,0.0
usp000hbbt,2018-09-08,0,0,CHINA: YUNNAN PROVINCE:  MOJIANG HANI,23.332,101.578,8,5.7,0,0,28,25.0,5.1,0.2
usp000hbc2,2012-09-07,0,0,CHINA: YUNNAN PROVINCE:  ZHAOTONG:  YILIANG,27.575,103.983,10,5.6,0,81,821,30.2,9.8,0.2
usb000gfau,2011-08-09,0,0,CHINA: YUNNAN PROVINCE: BAOSHAN,24.932,98.73,40,5.0,0,0,3,24.4,4.7,7.4
us7000e53a,2016-05-17,0,0,CHINA: YUNNAN PROVINCE: SHIMEN,26.085,99.575,51,4.8,0,2,0,14.9,8.7,6.9
usp000j837,2021-05-21,0,0,"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING",25.761,100.011,9,6.1,8,3,28,21.6,14.1,0.5
usp000hh42,2015-03-10,0,0,"COLOMBIA:  ANTIOQUIA, SANTANDER",6.8,-73.01,184,6.2,5,0,0,28.9,4.5,6.1
us70006qnn,2019-01-26,0,0,"COLOMBIA:  CAUCA, HUILA",3.035,-75.738,10,5.6,0,1,0,26.2,8.0,0.9
usc000lx2l,2013-02-09,0,0,"COLOMBIA:  CAUCA, NARINO, VALLE DEL CAUCA, RISARALDA",1.135,-77.393,145,7.0,0,0,15,14.4,7.0,23.6
usb000j275,2017-02-06,0,0,COLOMBIA:  HUILA,3.449,-74.672,38,5.5,0,0,0,22.2,8.9,0.0
