"Search Parameters"	"Year"	"Mo"	"Dy"	"Hr"	"Mn"	"Sec"	"Tsu"	"Vol"	"Location Name"	"Latitude"	"Longitude"	"Focal Depth (km)"	"Mag"	"MMI Int"	"Deaths"	"Death Description"	"Missing"	"Missing Description"	"Injuries"	"Injuries Description"	"Damage ($Mil)"	"Damage Description"	"Houses Destroyed"	"Houses Destroyed Description"	"Houses Damaged"	"Houses Damaged Description"	"Total Deaths"	"Total Death Description"	"Total Missing"	"Total Missing Description"	"Total Injuries"	"Total Injuries Description"	"Total Damage ($Mil)"	"Total Damage Description"	"Total Houses Destroyed"	"Total Houses Destroyed Description"	"Total Houses Damaged"	"Total Houses Damaged Description"
	2018	12	26	2	19	0		7284	"ITALY:  SICILY:  CATANIA"	37.63	15.1	1	5						28	1	115	4	15	1		1					28	1	115	4	15	1		1
	2019	1	3	0	48	37			"CHINA:  SICHUAN:  YIBIN"	28.19	104.918	10	4.8						774	3		2			691	3					774	3		2			691	3
	2019	1	6	13	41	6			"IRAN:  KERMANSHAH: SARPOL-E ZAHAB"	34.125	45.679	14	5.6						75	2		1				1					75	2		1				1
	2019	1	12	8	59	4			"POLAND:  RUDNA"	51.547	16.111	1	3.7		1	1			6	1		2					1	1			6	1		2				
	2019	1	20	1	32	48			"CHILE:  COQUIMBO, LA SERENA"	-30.04	-71.382	63	6.7		2	1						2			1061	4	2	1						2			1061	4
	2019	1	22	22	35	8			"POLAND:  RYDULTOWY"	50.11	18.456	5	3.9		1	1			8	1							1	1			8	1						
	2019	1	26	12	33	23			"COLOMBIA:  CAUCA, HUILA"	3.035	-75.738	10	5.6		1	1						1				2	1	1						1				2
	2019	2	1	10	23	54			"INDIA:  MAHARASHTRA:  PALGHAR"	19.9	72.8	5	3.6		1	1						1					1	1						1				
	2019	2	1	16	19	29			"MEXICO:  CHIAPAS; GUATEMALA:  SAN MARCOS"	14.68	-92.453	66	6.7						4	1		2				3					4	1		2				3
	2019	2	5	19	35	21			"AZERBAIJAN:  SHEMAKHA (SEMACHA)"	40.896	48.607	10	5						30	1		2			3000	4					30	1		2			3000	4
	2019	2	22	10	18	17			"ECUADOR: AZUAY, MANABI, MORONA SANT.; PERU"	-2.186	-77.051	145	7.5		1	1			9	1		2	5	1	75	1	1	1			9	1		2	5	1	75	1
	2019	2	25	5	16	25			"CHINA:  SICHUAN PROVINCE: RONGXIAN"	29.47	104.609	10	4.9		2	1			12	1	2	2	9	1	10911	4	2	1			12	1	2	2	9	1	10911	4
	2019	2	27	23	27	24			"INDONESIA: SUMATRA: SOLOK"	-1.323	101.578	10	5.4						48	1		2			343	3					48	1		2			343	3
	2019	3	1	8	50	42			"PERU:  AREQUIPA"	-14.713	-70.155	267	7		1	1			2	1		1	1	1	17	1	1	1			2	1		1	1	1	17	1
	2019	3	17	7	7	25			"INDONESIA:  LOMBOK ISLAND"	-8.418	116.521	10	5.6		6	1			182	3		2	843	3	3613	4	6	1			182	3		2	843	3	3613	4
	2019	3	21	9	15	40			"TANZANIA:  SONGWE, MBEYA"	-7.914	32.109	22	5.5		1	1						1	4	1		1	1	1						1	4	1		1
	2019	4	12	11	40	49			"INDONESIA:  SULAWESI ISLAND: LUWUK"	-1.852	122.553	18	6.8		1	1											1	1										
	2019	4	18	5	1	6			"TAIWAN:  HUALIEN"	23.989	121.693	20	6.1		1	1			16	1		1					1	1			16	1		1				
	2019	4	22	9	11	11			"PHILIPPINES:  PAMPANGA PROVINCE"	14.924	120.497	20	6.1		18	1	3	1	183	3	50	4	1046	4	3329	4	18	1	3	1	183	3	50	4	1046	4	3329	4
	2019	5	6	21	19	35			"PAPUA NEW GUINEA:  MOROBE: WAMPAR"	-6.977	146.44	127	7.2									2	130	3										2	130	3		
	2019	5	14	12	58	25	5705		"PAPUA NEW GUINEA:  RABAUL, DUKE OF YORK IS"	-4.051	152.597	10	7.6							1		1		1		1						1		1		1		1
	2019	5	17	22	24	52			"CHINA:  JILIN PROVINCE:  SONGYUAN"	45.205	124.611	17	4.8									1			167	3								1			167	3
	2019	5	22	3	48	59			"THE NETHERLANDS: GRONINGEN"	53.394	6.586	10	3.2									2			840	3								2			840	3
	2019	5	26	7	41	14			"PERU:  LA LIBERTAD, CAJAMARCA; ECUADOR"	-5.796	-75.298	110	8		2	1			30	1		2		3		3	2	1			30	1		2		3		3
	2019	5	30	9	3	32			"EL SALVADOR:  SAN SALVADOR"	13.199	-89.306	58	6.6		1	1			1	1		1			2	1	1	1			1	1		1			2	1
	2019	6	1	4	26	19			"ALBANIA:  KORCE"	40.501	20.722	10	5.2						4	1		2			100	2					4	1		2			100	2
	2019	6	14	0	19	12	5710		"CHILE:  COQUIMBO"	-30.056	-72.082	11	6.4																									
	2019	6	15	22	55	2	5711		"KERMADEC ISLANDS:  S OF, RAOUL"	-30.805	-178.095	34	7.2																									
	2019	6	17	14	55	45			"CHINA:  SICHUAN:  YIBIN"	28.405	104.957	10	5.8		13	1			200	3	1300	4			12700	4	13	1			200	3	1300	4			12700	4
	2019	6	18	13	22	19	5712		"JAPAN:  NIIGATA PREFECTURE"	38.646	139.472	12	6.4						28	1		2			144	3					28	1		2			144	3
	2019	7	1	12	12	6.8			"POLAND:  KATOWICE"	50.287	18.997		3.1		3	1			6	1							3	1			6	1						
	2019	7	4	17	33	49			"CALIFORNIA:  RIDGECREST;  NEVADA"	35.705	-117.506	11	6.4		1	1				1		2				1	1	1				1		2				1
	2019	7	6	3	19	52			"CALIFORNIA:  RIDGECREST"	35.766	-117.605	8	7.1							1	5300	4	101	3	287	3						1	5300	4	101	3	287	3
	2019	7	8	7	0	31			"IRAN:  MASJED-E SOLEYMAN"	31.775	49.542	10	5.7		1	1			128	3		1				1	1	1			128	3		1				1
	2019	7	9	12	37	1			"PHILIPPINES:  MINDANAO:  MAKILALA, TULUNAN"	6.802	125.169	24	5.6		1	1			3	1		1			119	3	1	1			3	1		1			119	3
	2019	7	12	20	42	55			"PHILIPPINES: MINDANAO: SURIGAO DEL SUR PROVINCE"	9.334	126.04	14	5.8						59	2	0.71	1	67	2	2085	4					59	2	0.71	1	67	2	2085	4
	2019	7	14	9	10	50			"INDONESIA:  MOLUCCA ISLANDS:  N"	-0.529	128.093	10	7.3		8	1			134	3		2	1176	4	1158	4	8	1			134	3		2	1176	4	1158	4
	2019	7	19	11	13	16			"GREECE:  ATHENS"	38.115	23.505	10	5.3						4	1		1		1		1					4	1		1		1		1
	2019	7	24	19	33	15			"INDIA:  MAHARASHTRA:  PALGHAR"	20	72.9	10	3.8		1	1				1		1				1	1	1				1		1				1
	2019	7	26	23	37	58			"PHILIPPINES:  BATANES:  ITBAYAT"	20.807	121.986	10	6		9	1			64	2	0.925	1			266	3	9	1			64	2	0.925	1			266	3
	2019	8	2	12	3	27			"INDONESIA:  JAVA:  BANTEN"	-7.267	104.825	53	6.9		6	1			3	1		2	13	1	458	3	6	1			3	1		2	13	1	458	3
	2019	8	7	21	28	2			"TAIWAN:  TAIPEI"	24.475	121.947	10	5.9		1	1											1	1										
	2019	8	8	11	25	31			"TURKEY:  DENIZLI"	37.948	29.697	10	5.8							1		2			976	3						1		2			976	3
	2019	9	7	22	42	14			"CHINA:  SICHUAN PROVINCE: NEIJIANG"	29.573	105.064	10	5.1		1	1			63	2		2	132	3	5041	4	1	1			63	2		2	132	3	5041	4
	2019	9	21	14	4	24			"ALBANIA:  DURRES"	41.381	19.454	10	5.6						132	3	45	4		1	569	3					132	3	45	4		1	569	3
	2019	9	24	11	1	55			"PAKISTAN:  MIRPUR DISTRICT"	33.106	73.766	10	5.6		39	1			746	3	17	3	1756	4	5709	4	39	1			746	3	17	3	1756	4	5709	4
	2019	9	25	23	46	44			"INDONESIA:  MALUKU:  AMBON"	-3.45	128.347	18	6.5		31	1			179	3		3		1	2675	2	31	1			179	3		3		1	2675	4
	2019	9	26	10	59	26			"TURKEY:  ISTANBUL"	40.89	28.173	10	5.7		1	1			34	1		2			473	3	1	1			34	1		2			473	3
	2019	9	26	16	36	18			"CHILE:  SOUTH CENTRAL"	-40.815	-72.002	129	6.1		1	1											1	1										
	2019	9	29	15	57	53			"CHILE:  CONCEPCION"	-35.473	-73.162	11	6.8		1	1											1	1										
	2019	10	10	4	39	48			"INDONESIA:  PASSO"	-3.65	128.216	54	5	7	1	1			2	1		2				1	1	1			2	1		2				1
	2019	10	16	11	37	6			"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO"	6.712	125.005	14	6.4	7	7	1			215	3		3	506	3	2664	4	7	1			215	3		3	506	3	2664	4
	2019	10	29	1	4	44			"PHILIPPINES:  MINDANAO:  COTABATO, DAVAO"	6.802	125.04	15	6.6		12	1			417	3		3	22363	4	12119	4	13	1		1	562	3		3	23303	4	15306	4
	2019	10	31	1	11	19			"PHILIPPINES:  COTABATO, SULTAN KUDARAT"	6.91	125.156	10	6.5		9	1				1		2		3		3	10	1		1		1		2		3		3
	2019	11	7	22	47	5			"IRAN: MIYANEH"	37.808	47.558	10			5	1			584	3		2		1		1	5	1			584	3		2		1		1
	2019	11	11	10	52	46			"FRANCE:  LE TEIL, SAINT-THOME, VIVIERS"	44.612	4.638	10	4.8	7					4	1	59.4	4			900	3					4	1	59.4	4			900	3
	2019	11	12	10	10	44			"INDONESIA:  MALUKU:  AMBON"	-3.61	128.299	50	5		2	1			3	1		1		1			2	1			3	1		1		1		
	2019	11	14	16	17	40	5733		"INDONESIA:  MOLUCCA ISLANDS:  N"	1.6	126.416	33	7.1		1	1			3	1		1			36	1	1	1			3	1		1			36	1
	2019	11	18	13	22	9			"PHILIPPINES:  MINDANAO:  BUKIDNON PROVINCE"	7.625	124.912		5.9	6					16	1		2	61	2	379	3					16	1		2	61	2	379	3
	2019	11	25	1	18	21			"CHINA:  GUANGXI PROVINCE"	22.96	106.711	10	5		1	1			4	1		1				1	1	1			4	1		1				1
	2019	11	26	2	54	12			"ALBANIA:  DURRES, THUMANE, TIRANA"	41.521	19.559	20	6.4		51	2			2000	4	1081	4	11000	4	83000	4	51	2			2000	4	1081	4	11000	4	83000	4
	2019	12	15	6	11	52			"PHILIPPINES:  MINDANAO:  DAVAO"	6.708	125.188	22	6.8		13	1	1	1	210	3		4	4546	4	21495	4	13	1	1	1	210	3		4	4546	4	21495	4
	2019	12	18	0	14	7			"CHINA:  SICHUAN PROVINCE: NEIJIANG"	29.639	104.946	10	5.2						18	1		2			780	3					18	1		2			780	3
	2020	1	7	8	24	26	5736		"PUERTO RICO:  PONCE,SAN JUAN"	17.916	-66.813	10	6.4	8	4	1				1	800	4	300	3	1390	4	4	1				1	800	4	300	3	1390	4
	2020	1	19	13	27	56			"CHINA:  XINJIANG PROVINCE"	39.831	77.106	6	6		1	1			2	1		3				4	1	1			2	1		3				4
	2020	1	24	17	55	14			"TURKEY:  ELAZIG AND MALATYA PROVINCES"	38.39	39.081	12	6.7		41	1			1600	4		4	76	2		4	41	1			1600	4		4	76	2		4
	2020	1	28	19	10	25	5740		"CUBA: GRANMA;  CAYMAN IS;  JAMAICA"	19.44	-78.755	10	7.7									2	1	1		3								2	1	1		3
	2020	2	23	16	0	31			"TURKEY: VAN;  IRAN"	38.482	44.367	10	6		10	1			60	2		2	255	3	600	3	10	1			60	2		2	255	3	600	3
	2020	3	10	10	18	6			"INDONESIA:  JAVA:  SUKABUMI, BOGOR"	-6.808	106.676	23	5	8					4	1		2			1137	4					4	1		2			1137	4
	2020	3	18	13	9	31			"UTAH"	40.751	-112.078	12	5.7	6							48.5	4				3							48.5	4				3
	2020	3	22	5	24	3			"BALKANS NW:  CROATIA:  ZAGREB"	45.897	15.966	10	5.4	8	1	1			27	1	1800	4	6305	4	20000	4	1	1			27	1	1800	4	6305	4	20000	4
	2020	3	25	2	49	21	5746		"RUSSIA:  KURIL ISLANDS"	48.986	157.693	57	7.5	6																								
	2020	4	1	12	23	27			"CHINA:  QINGHAI PROVINCE"	33.124	98.916	10	5.3								11.28	3			790	3							11.28	3			790	3
	2020	5	2	12	51	6	5747		"GREECE:  CRETE"	34.205	25.712	17	6.6	7																								
	2020	5	7	20	18	22			"IRAN:  TEHRAN, DAMAVAND"	35.725	52.044	10	4.6		2	1			22	1							2	1			22	1						
	2020	5	18	13	48	3			"CHINA:   YUNNAN PROVINCE:  QIAOJIA"	27.296	103.281	10	5.2		4	1			24	1		2		1			4	1			24	1	17	3		1		
	2020	5	29	5	30		5748	7504	"INDONESIA:  JAVA:  IJEN"	-8.058	114.242																1	1										
	2020	6	4	8	49	39			"INDONESIA: NORTH MALUKU: MOROTAI"	2.923	128.248	107	6.4	4								2	14	1	298	3								2	14	1	298	3
	2020	6	7	5	27	22			"PERU:  COAST:  CHIMBOTE"	-9.634	-78.591	57	4.5		1	1											1	1										
	2020	6	14	14	24	29			"TURKEY:  BINGOL"	39.421	40.697	10	5.9		1	1			35	1		2				1	1	1			35	1		2				1
	2020	6	18	12	49	53	5750		"KERMADEC ISLANDS:  S OF, RAOUL"	-33.294	-177.838	10	7.4																									
	2020	6	23	15	29	5	5751		"MEXICO: OAXACA"	16.029	-95.901	26	7.4		10	1			24	1		4			8123	4	10	1			24	1		4			8123	4
	2020	6	25	10	3	31			"TURKEY:  VAN"	38.558	44.023	10	5.4						5	1		2			90	2					5	1		2			90	2
	2020	7	17	2	50	23			"PAPUA NEW GUINEA:  MOROBE, ORO"	-7.843	147.766	80	7		1	1			1	1		1			12	1	1	1			1	1		1			12	1
	2020	7	22	6	12	44	5753		"ALASKA"	55.03	-158.522	28	7.8	8								1												1				
	2020	7	27	5	14	51			"VIETNAM: SON LA PROVINCE"	20.872	104.541	10	4.8									2				3								2				3
	2020	8	9	12	7	37			"NORTH CAROLINA:  SPARTA"	36.476	-81.094	8	5.1									2	60	2	465	3								2	60	2	465	3
	2020	8	18	0	3	48			"PHILIPPINES:  MASBATE"	12.021	124.123	10	6.6	7	2	1			50	1	0.57	1	138	3	1167	4	2	1			50	1	0.57	1	138	3	1167	4
	2020	10	19	20	54	39	5755		"ALASKA"	54.608	-159.655	33	7.6	8																								
	2020	10	30	11	51	27	5757		"GREECE:  SAMOS; TURKEY:  IZMIR"	37.918	26.79	21	7	8	117	3			1054	4	400	4		2		4	118	3			1054	4	400	4		2		4
	2020	12	27	21	39	14	5760		"CHILE:  OFF COAST CENTRAL"	-39.343	-74.99	10	6.7	5																								
	2020	12	29	11	19	54			"BALKANS NW:  CROATIA:  PETRINJA"	45.422	16.255	10	6.4	9	8	1			36	1	4187	4	1500	4	46000	4	8	1			36	1	4187	4	1500	4	46000	4
	2021	1	14	18	28	18			"INDONESIA:  SULAWESI:  MAMUJU, MAJENE"	-2.976	118.901	18	6.2	9	105	3	3	1	6489	4	58.7	4	1150	4	7863	4	105	3	3	1	6489	4	58.7	4	1150	4	7863	4
	2021	1	15	21	31	4			"IRAN:  HORMOZGAN PROVINCE"	26.926	55.186	8	5.5	5					1	1		2			80	2					1	1		2			80	2
	2021	1	19	2	46	22			"ARGENTINA:  SAN JUAN PROVINCE"	-31.83	-68.806	20	6.4	6					14	1		2			600	3					14	1		2			600	3
	2021	1	23	23	36	50	5762		"SCOTIA SEA:  SOUTH SHETLAND ISLANDS"	-61.825	-55.494	10	6.9	9																								
	2021	2	10	13	19	55	5763		"NEW CALEDONIA:  LOYALTY ISLANDS"	-23.054	171.601	10	7.7	7																								
	2021	2	12	17	1	34			"PAKISTAN: HARIPUR; TAJIKISTAN"	38.132	73.569	91	5.9	8	1	1				1							1	1				1						
	2021	2	13	14	7	50	5823		"JAPAN:  OFF FUKUSHIMA"	37.745	141.749	49	7.1	9	1	1			186	3	7700	4	798	3	19758	4	1	1			186	3	7700	4	798	3	19758	4
	2021	2	17	18	35	35			"IRAN: ESFAHAN, KOHGILUYEH, BOYER-AHMAD"	30.839	51.365	7	5.4	8	2	1			63	2	10	3					2	1			63	2	10	3				
	2021	3	1	22	57	40			"COLOMBIA: MEDELLIN, BETULIA"	6.239	-76.098	10	5.1	9	2	1						1		1		1	2	1						1		1		1
	2021	3	3	10	16	10			"GREECE: TYRNAVOS, LARISA"	39.764	22.176	10	6.3	9					11	1	10	3		3		3					11	1	10	3		3		3
	2021	3	4	13	27	36	5769		"NEW ZEALAND:  GISBORNE"	-37.563	179.444	20	7.3	7																								
	2021	3	4	17	41	25	5770		"KERMADEC ISLANDS:  S OF, RAOUL"	-29.613	-177.843	55	7.4	7																								
	2021	3	4	19	28	31	5771		"KERMADEC ISLANDS: SSE OF RAOUL ISLAND"	-29.74	-177.267	19	8.1	9																								
	2021	3	18	0	4	6	5776		"ALGERIA: BEJAIA"	36.915	5.199	8	6	8					17	1		1				1					17	1		1				1
	2021	3	20	9	9	43			"JAPAN:  HONSHU ISLAND"	38.452	141.648	43	7	7					11	1	550	4									11	1	550	4				
	2021	3	23	21	14	18			"CHINA: XINGJIANG: AKSU"	41.812	81.155	10	5.4		3	1						2			65	2	3	1						2			65	2
	2021	4	10	7	0	17			"INDONESIA: JAVA: LUMAJANG, MALANG"	-8.562	112.519	82	6	5	10	1			39	1		3	85	2	3024	4	10	1			39	1		3	85	2	3024	4
	2021	4	28	2	21	26			"INDIA:  ASSAM"	26.782	92.436	34	6	9	2	1			12	1		2			428	3	2	1			12	1		2			428	3
	2021	5	21	13	48	37			"CHINA: YUNNAN PROVINCE: YANGBI, YONGPING"	25.761	100.011	9	6.1	8	3	1			28	1	49	4					3	3			28	1	49	4				
	2021	5	21	18	4	13			"CHINA: QINGHAI PROVINCE"	34.598	98.251	10	7.3	9	20	1			300	3		1					20	1			300	3		1				
	2021	5	25	9	3	0		7536	"RWANDA: RUBAVU; CONGO"	-1.601	29.4	10	4.7	7								2		1		1	32	1						3	5000	4		1
	2021	6	10	8	54	17			"CONGO: SOUTH KIVU"	-3.086	28.259	10	5	5	2	1				1		2			500	3	2	1				1		2			500	3
	2021	6	16	4	43	7	5788		"INDONESIA: MALUKU"	-3.593	129.503	10	5.8	6								1				1								1				1
	2021	6	23	2	54	18			"PERU: CANETE: MALA"	-12.687	-76.721	50	5.8	7	1	1			20	1		2	6	1		1	1	1			20	1		2	6	1		1
	2021	7	10	2	14	43			"TAJIKISTAN: RASHT; TOJIKOBOD"	38.959	70.572	16	5.8	8	5	1						1		1			5	1						1		1		
	2021	7	29	6	15	47	5799		"ALASKA PENINSULA"	55.325	-157.841	32	8.2	8																								
	2021	7	30	17	10	19			"PERU:  PIURA"	-4.934	-80.602	32	6.2	7					34	1		2	42	1	831	3					34	1		2	42	1	831	3
	2021	8	11	17	46	14	5801		"PHILIPPINES:  MINDANAO"	6.455	126.742	65	7.1	9	1	1											1	1										
	2021	8	12	18	32	54			"SOUTH SANDWICH ISLANDS"	-57.596	-25.187	63	7.5																									
	2021	8	12	18	35	20	5802		"SOUTH SANDWICH ISLANDS"	-58.416	-25.321	48	8.1																									
	2021	8	14	12	29	8	5803		"HAITI"	18.408	-73.475	10	7.2	9	2248	4	329	3	12763	4	1600	4	53815	4	83770	4	2248	4	329	3	12763	4	1600	4	53815	4	83770	4
	2021	8	26	2	14	22			"INDONESIA: CENTRAL SULAWESI: TOJO UNA-UNA"	-0.854	121.523	8	5.5	5	1	1						1		1			1	1						1		1		
	2021	9	8	1	47	47	5806		"MEXICO:  GUERRERO"	16.982	-99.773	20	7	7	3	1				1	200	4			7317	4	3	1				1	200	4			7317	4
	2021	9	15	20	33	32			"CHINA: SICHUAN PROVINCE: LUXIAN (LU)"	29.182	105.391	10	5.4	7	3	1			88	2	250	4	809	3	7290	4	3	1			88	2	250	4	809	3	7290	4
	2021	9	21	23	15	53			"AUSTRALIA: MELBOURNE"	-37.491	146.363	10	5.9	5								2			46	1								2			46	1
	2021	9	27	6	17	22			"GREECE:  CRETE"	35.252	25.26	8	6	8	1	1			20	1		3	772	3			1	1			20	1		3	772	3		
	2021	10	6	22	1	8			"PAKISTAN: BALOCHISTAN PROVINCE"	30.22	68.014	9	5.9	8	42	1			229	3		2		3		2	42	1			229	3		2		3		2
	2021	10	12	9	24	3	5817		"GREECE: CRETE"	35.193	26.256	10	6.4	8								1				1								1				1
	2021	10	15	20	18	21			"INDONESIA:  BALI: KARANGASEM, BANGLI"	-8.356	115.458	10	5.1	8	3	1			82	2		3	366	3	524	3	3	1			82	2		3	366	3	524	3
	2021	11	14	12	8	38			"IRAN:  HORMOZGAN PROVINCE"	27.736	56.077	10	6.3	9	2	1				2	165	4				2	2	1				2	165	4				2
	2021	11	28	10	52	13			"PERU:  AMAZONAS"	-4.49	-76.846	112	7.5	8					3	1		3	448	3	1699	4					3	1		3	448	3	1699	4
	2021	12	14	3	20	24	5822		"INDONESIA:  FLORES REGION"	-7.603	122.2	18	7.3	9					1	1		2	41	1	200	3					1	1		2	41	1	200	3
	2022	1	7	17	45	30			"CHINA: QINGHAI, GANSU"	37.815	101.278	13	6.6	9					9	1		4			8830	4					9	1		3			8830	4
	2022	1	14	9	5	42			"INDONESIA: PANDEGLANG, BANTEN"	-6.929	105.251	37	6.6	8								3	395	3	2683	4								3	395	3	2683	4
	2022	1	17	11	40	8			"AFGHANISTAN: BADGHIS: QADIS"	34.946	63.58	18	5.3	8	28	1			4	1		3	800	3			28	1			4	1		3	800	3		
	2022	1	24	13	16	23			"HAITI: NIPPES"	18.458	-73.337	10	5.3	7	2	1			52	2		3	190	3	590	3	2	1			52	2		3	190	3	590	3
	2022	1	29	2	46	39	5828		"NEW ZEALAND: KERMADEC ISLANDS"	-29.531	-176.749	10	6.5																									
	2022	2	16	7	12	25			"GUATEMALA: BAJA VERAPAZ, GUATEMALA, QUEZALTENANGO"	14.193	-91.297	83	6.2	8	3	1			2	1		2	2	1	31	1	3	1			2	1		2	2	1	31	1
	2022	2	25	1	39	27			"INDONESIA: W SUMATRA: PASAMAN, WEST PASAMAN"	0.233	100.106	12	6.2	9	11	1	4	1	388	3		3	103	3	4800	4	11	1	4	1	388	3		3	103	3	4800	4
	2022	3	16	14	36	33	5832		"JAPAN:  OFF FUKUSHIMA"	37.702	141.587	63	7.3	9	4	1			107	3		2					4	1			107	3		2				
	2022	3	22	17	41	38			"TAIWAN: HUALIEN, T'AIT-TUNG"	23.412	121.562	24	6.7	7					1	1	1.52	2				2					1	1	1.52	2				2
	2022	3	27	4	28	13			"ECUADOR:  ESMERALDAS"	0.909	-79.589	26	5.8	8								3	154	3	613	3								3	154	3	613	3
	2022	3	30	20	56	58	5833		"NEW CALEDONIA:  LOYALTY ISLANDS"	-22.716	170.286	10	6.9	7																								
	2022	3	31	5	44	1	5834		"NEW CALEDONIA:  LOYALTY ISLANDS"	-22.579	170.354	10	7	6																								
	2022	4	22	21	7	48			"BALKANS NW: BOSNIA-HERZEGOVINA: MOSTAR, STOLAC"	43.061	18.176	10	5.7	7	1	1				1		3			350	3	1	1				1		3			350	3
	2022	4	23	1	39	41.6			"POLAND:  SILESIAN:  JASTRZEBIE-ZDROJ"	50.04	18.59	1	2.8		10	1											10	1										
	2022	5	12	21	55	48			"PERU: LIMA, CALLAO, CHILCA"	-12.36	-76.89	55	5.4	7	2	1			11	1		1	4	1	4	1	2	1			11	1		1	4	1	4	1
	2022	5	25	21	43	2	5850		"MEXICO:  OAXACA"	16.325	-95.856	34	5.5	5																								
	2022	5	26	12	2	20			"PERU: PUNO"	-14.863	-70.308	217	7.2	7								2	2	1	87	2								2	2	1	87	2
	2022	6	1	9	0	8			"CHINA: SICHUAN PROVINCE"	30.416	102.989	10	5.9	7	4	1			14	1		2				2	4	1			14	1		2				2
	2022	6	9	17	28	37			"CHINA:  SICHUAN PROVINCE"	32.365	101.878	16	5.9	8					4	1		2		3							4	1		2		3		
	2022	6	21	20	54	36			"AFGHANISTAN: PAKTIKA PROVINCE; PAKISTAN"	33.092	69.514	10	5.9	9	1150	4			1600	4		4	3000	4		4	1150	4			1600	4		4	3000	4		4
	2022	7	1	21	32	8			"IRAN:  HORMOZGAN PROVINCE"	26.935	55.254	16	6		5	1			110	3		2					5	1			110	3		2				
	2022	7	5	8	47	26.4			"RUSSIA:  KEMEROVO"	53.75	88.04	10	4.4		2	1											2	1										
	2022	7	12	23	36	11			"PERU: MOQUEGUA, AREQUIPA"	-16.783	-71.31	10	5.5	7					3	1		3	5	1	787	3					3	1		3	5	1	787	3
	2022	7	14	22	30	12			"ECUADOR: GUAYAS"	-2.04	-79.811	73	5.7	5	1	1						2			7	1	1	1						2			7	1
	2022	7	27	0	43	24	5855		"PHILIPPINES: LUZON: ABRA"	17.56	120.801	10	7	9	11	1			609	3	48.48	4	856	3	35924	4	11	1			609	3	48.48	4	856	3	35924	4
	2022	9	4	21	57	35			"AFGHANISTAN: KUNAR, LAGHMAN, NANGARHAR"	34.662	70.702	10	5.1	7	8	1						2					8	1						2				
	2022	9	5	4	52	19			"CHINA:  SICHUAN PROVINCE"	29.726	102.279	10	6.6	9	93	2	25	1	400	3		3					93	2	25	1	400	3		3				
	2022	9	10	23	46	57			"PAPUA NEW GUINEA: MOROBE, EASTERN HIGHLANDS"	-6.256	146.469	90	7.6	8	12	1			42	1		3		3			12	1			42	1		3		3		
	2022	9	18	6	44	14			"TAIWAN:  HUALIEN"	23.159	121.316	10	6.9	9	1	1			140	3		2				2	1	1			140	3		2				2
	2022	9	19	18	5	6	5859		"MEXICO:  MICHOACAN, COLIMA, JALISCO"	18.367	-103.252	15	7.6	9	2	1				1		4	800		6084		2	1				1		4	800		6084	4
	2022	9	22	6	16	9	5861		"MEXICO: MEXICO CITY, MICHOACAN"	18.308	-102.923	24	6.8	8	2	1			3	1		2					2	2			3	1		2				
	2022	9	30	19	28	40			"INDONESIA:  SUMATRA"	2.109	98.928	21	5.9	7	1	1				1		2					1	1				1		2				
	2022	10	5	0	21	29			"IRAN:  KHOY; WEST AZERBAIJAN"	38.511	45.038	15	5.6	7					1127	4		3		2		3					1127	4		3		2		3
	2022	10	5	8	26	21			"PERU:  PIURA"	-4.912	-80.56	48	5.8	8	1	1			2	1							1	1			2	1						
	2022	10	25	14	59	3			"PHILIPPINES: LUZON: ABRA"	17.662	120.823	27	6.4	8					139	3	1.444	2	434	1	13012	4					139	3	1.444	2	434	1	13012	4
	2022	11	8	20	27	23			"NEPAL:  SUDURPASHCHIM PROVINCE"	29.274	81.149	18	5.7	7	6	1			8	1		1				1	6	1			8	1		1				1
	2022	11	11	10	48	45	5866		"TONGA ISLANDS"	-19.318	-172.1	24	7.3	5																								